emotion,original_text,text_tokens,preprocessed_text
disgust,I saw a film where snakes were crawling everywhere. I felt them crawling over all my body with that ... skins. The noise that they did disturbed me very much.,"['saw', 'film', 'snake', 'crawling', 'everywhere', 'felt', 'crawling', 'body', 'skin', 'noise', 'disturbed', 'much']",saw film snake crawling everywhere felt crawling body skin noise disturbed much
shame,In a play (secret friend) during the time of the high school I had to give a present to a boy and I was very ridiculous because of this.,"['play', 'secret', 'friend', 'time', 'high', 'school', 'give', 'present', 'boy', 'ridiculous']",play secret friend time high school give present boy ridiculous
guilt,When I was a child I used to play with my cousin gushing wather to each other in front of the door of my house. One day we decided to gush with on a passing car. The driver stopped and went to discuss with my mother and my aunt that were there.,"['child', 'used', 'play', 'cousin', 'gushing', 'wather', 'front', 'door', 'house', 'one', 'day', 'decided', 'gush', 'passing', 'car', 'driver', 'stopped', 'went', 'discus', 'mother', 'aunt']",child used play cousin gushing wather front door house one day decided gush passing car driver stopped went discus mother aunt
happiness,When I got a small present form a person I like very much.,"['got', 'small', 'present', 'form', 'person', 'like', 'much']",got small present form person like much
fear,"When a friend of mine discussed with me, I felt fear of losing her. This occurred because we had a missunderstanding between mutual colleagues.","['friend', 'mine', 'discussed', 'felt', 'fear', 'losing', 'occurred', 'missunderstanding', 'mutual', 'colleague']",friend mine discussed felt fear losing occurred missunderstanding mutual colleague
anger,When a boy tried to fool me so he would be OK trying to show me that he is a gook boy.,"['boy', 'tried', 'fool', 'would', 'trying', 'show', 'gook', 'boy']",boy tried fool would trying show gook boy
sadness,"In the 12/83 my boyfriend asked me to forget him, as it would be easy.","['1283', 'boyfriend', 'asked', 'forget', 'would', 'easy']",1283 boyfriend asked forget would easy
disgust,When my oldest sister discovered that her boyfriend had another girl.,"['oldest', 'sister', 'discovered', 'boyfriend', 'another', 'girl']",oldest sister discovered boyfriend another girl
shame,We where in a bar and my friend had a fight with some guys who were in the table aside.,"['bar', 'friend', 'fight', 'guy', 'table', 'aside']",bar friend fight guy table aside
guilt,When I deny something to my sister and after a while I feel sorry and try to bypass the situation.,"['deny', 'something', 'sister', 'feel', 'sorry', 'try', 'bypass', 'situation']",deny something sister feel sorry try bypass situation
happiness,When I saw my name in the newspaper and I knew that I entered at the University.,"['saw', 'name', 'newspaper', 'knew', 'entered', 'university']",saw name newspaper knew entered university
fear,When my father died I felt myself alone and the fear possessed me. I was a child and all my sisters and brothers (8) were young.,"['father', 'died', 'felt', 'alone', 'fear', 'possessed', 'child', 'sister', 'brother', 'young']",father died felt alone fear possessed child sister brother young
anger,I loved a person and he went away. It wasn't necessary that he left me to reach his goals.,"['loved', 'person', 'went', 'away', 'wasnt', 'necessary', 'left', 'reach', 'goal']",loved person went away wasnt necessary left reach goal
sadness,"A close friend travelled to another country. When I knew that he would only come back after many years, I felt very sad.","['close', 'friend', 'travelled', 'another', 'country', 'knew', 'would', 'come', 'back', 'many', 'year', 'felt', 'sad']",close friend travelled another country knew would come back many year felt sad
disgust,When I watched a film about the problems of abandoned children (PIXOTE).,"['watched', 'film', 'problem', 'abandoned', 'child', 'pixote']",watched film problem abandoned child pixote
shame,"When I began to date, the first gestures of affection made me feel ashamed. Note: for GUILT go to record n¦231","['began', 'date', 'first', 'gesture', 'affection', 'made', 'feel', 'ashamed', 'note', 'guilt', 'record', 'n¦231']",began date first gesture affection made feel ashamed note guilt record n¦231
guilt,The day I decided to get out of my house I saw in my brother's eyes that they blamed me for the situaiton.,"['day', 'decided', 'get', 'house', 'saw', 'brother', 'eye', 'blamed', 'situaiton']",day decided get house saw brother eye blamed situaiton
happiness,I had a friend who I didn't see for a long time. We had a relationship from much union and interaction. It was more that one year that I didn't see her. She appeared in my home and we talked.,"['friend', 'didnt', 'see', 'long', 'time', 'relationship', 'much', 'union', 'interaction', 'one', 'year', 'didnt', 'see', 'appeared', 'home', 'talked']",friend didnt see long time relationship much union interaction one year didnt see appeared home talked
fear,I was sitting on the bus coming back from school. A man from nearly forty years sat beside me. After a while I looked at him and saw that he was looking at me with opened throusers and holding his penis.,"['sitting', 'bus', 'coming', 'back', 'school', 'man', 'nearly', 'forty', 'year', 'sat', 'beside', 'looked', 'saw', 'looking', 'opened', 'throusers', 'holding', 'penis']",sitting bus coming back school man nearly forty year sat beside looked saw looking opened throusers holding penis
anger,"My mother was ill and asked me to prpare our lunch. I went to do it, and while I was working, she stayed behind me telling what I had, or not to do. I asked her to stop meddling, and to go to bed. When I went to ask for help to my sister, my mother said that I was proud, that I asked for help only when I wanted and that I wasn't able to cook by myself.","['mother', 'ill', 'asked', 'prpare', 'lunch', 'went', 'working', 'stayed', 'behind', 'telling', 'asked', 'stop', 'meddling', 'bed', 'went', 'ask', 'help', 'sister', 'mother', 'said', 'proud', 'asked', 'help', 'wanted', 'wasnt', 'able', 'cook']",mother ill asked prpare lunch went working stayed behind telling asked stop meddling bed went ask help sister mother said proud asked help wanted wasnt able cook
sadness,When on Christmas day my grandmother died. I received the news when I was coming back from a party on the 24th at 5 am.,"['christmas', 'day', 'grandmother', 'died', 'received', 'news', 'coming', 'back', 'party', '24th']",christmas day grandmother died received news coming back party 24th
disgust,"The same event described under FEAR - in the bus a man sat beside me, with his trousers open and holding his penis.","['event', 'described', 'fear', 'bus', 'man', 'sat', 'beside', 'trouser', 'open', 'holding', 'penis']",event described fear bus man sat beside trouser open holding penis
shame,When I went to a halloween party and had to walk through a shopping center dressed like a witch.,"['went', 'halloween', 'party', 'walk', 'shopping', 'center', 'dressed', 'like', 'witch']",went halloween party walk shopping center dressed like witch
guilt,"I had parked in a corner, and when I was going out I didn't watch if another car was coming and went out. The car that was coming was obliged to stop suddenly. It didn't crash but for a little.","['parked', 'corner', 'going', 'didnt', 'watch', 'another', 'car', 'coming', 'went', 'car', 'coming', 'obliged', 'stop', 'suddenly', 'didnt', 'crash', 'little']",parked corner going didnt watch another car coming went car coming obliged stop suddenly didnt crash little
happiness,When I got a record as a gift from a friend.,"['got', 'record', 'gift', 'friend']",got record gift friend
fear,"Once when I crossed the street, and was nearly trampled by a car.","['crossed', 'street', 'nearly', 'trampled', 'car']",crossed street nearly trampled car
anger,A girl entered in the division where I work and greeted everybody but not me.,"['girl', 'entered', 'division', 'work', 'greeted', 'everybody']",girl entered division work greeted everybody
sadness,A dear friend was removed from the division whre I work.,"['dear', 'friend', 'removed', 'division', 'whre', 'work']",dear friend removed division whre work
disgust,When somebody despised a friend of mine.,"['somebody', 'despised', 'friend', 'mine']",somebody despised friend mine
shame,When a friend told me a story and I stayed dumb because I had no story to tell.,"['friend', 'told', 'story', 'stayed', 'dumb', 'story', 'tell']",friend told story stayed dumb story tell
